Year,Month,Crop,Region,Temperature,Rainfall,Humidity,Soil_pH,Soil_Nitrogen,Soil_Phosphorus,Soil_Potassium,Fertilizer_Use,Pesticide_Use,Previous_Year_Yield,Sowing_To_Harvest_Days,Predicted_Yield
2022,12,Gram,Bilaspur Division,16.400070242661315,100.19274368916965,77.51958200434258,7.19681058324413,12.87923273853287,39.31040830952545,85.90005209887013,192.69238967329997,2.8236606755205718,6445.896166339166,99,2920.9077148567626
2018,3,Til,Sarangarh-Bilaigarh Division,29.58469485827286,128.75259309418288,89.20125669702145,7.0117390761418,20.26722366601054,48.212783701207066,203.12096365155847,50.71550892000627,2.9559912498487853,5943.933833581087,162,4359.245297536924
2025,4,Maize,Surguja Division,27.168178717600355,247.8524376267439,45.05240830296663,5.540540926918547,38.55603733586393,59.65770517950803,148.70616604652417,59.308304243813616,9.450057830086813,3139.747841607431,117,2536.480008918427
2015,10,Mustard,Sarangarh-Bilaigarh Division,29.132685269351928,278.94705986353176,60.57938704822564,6.5885974509853105,29.20074039378484,47.91513086052593,226.13369251002968,50.86881355681798,9.876711272334921,3614.350578650688,113,3166.285945200521
2022,6,Maize,Balod Division,22.489607999360338,139.94852338632487,84.53192437914021,7.303273502188908,26.09574259257721,49.68162071277905,129.44842629336705,179.06391666752336,4.734349032336935,4847.403731929657,108,2588.378731496569
2018,12,Urd,Raipur Division,22.389638680627606,126.74307055225455,77.11139306537048,8.04581965569634,16.05830489601658,40.823043911439875,103.74014715085364,133.47742554010932,8.024517454814937,1585.7584034830704,157,1382.793235938341
2020,8,Rice,Sarangarh-Bilaigarh Division,15.906385579217892,98.79929114297063,59.24437818604845,8.165926341509552,27.6739613791093,59.29613294850089,119.51996289173019,109.50935226866605,7.366858758693654,5600.768293428239,145,2746.7147551839385
2022,1,Mustard,Surguja Division,21.998898790592797,219.6227921626453,86.72229897688666,6.95154991009967,40.827678830409354,41.99781925572852,192.5543587033809,232.54020207142207,2.9731770951204695,5898.990286559598,156,3426.9554692995584
2018,10,Rice,Bilaspur Division,33.58576804524119,130.77492541658432,33.43420161100856,7.685267461898315,20.56051384287572,53.01266431998522,161.0011344668972,88.56055893532132,0.5856271052047834,5786.00167162267,131,2866.4043988888825
2017,8,Urd,Raipur Division,22.58453074360898,296.9373847747971,85.85991718275504,6.449363729600373,10.215941687347097,57.28923231204779,230.83824151048557,127.87360207628011,1.4255625713494002,3375.2719344276807,101,1989.491105528579
2023,11,Masoor,Bilaspur Division,31.6273541244394,131.4212005159883,33.03044354296839,6.526559217275972,36.74019604603932,56.49292502502805,170.43375387777667,238.06236018555035,8.382941170007634,3809.9975368210407,107,3961.2445631813684
2017,7,Maize,Sarangarh-Bilaigarh Division,31.84651009499868,148.53401169565706,62.83828464688106,6.083390557546942,48.9050641773021,29.070767189167825,148.60364169630063,135.42131256740848,7.312138199962811,1561.941609518779,112,2129.614694386884
2023,1,Rice,Balod Division,22.464823127584676,200.83354905300868,83.42645688006515,7.185844329979718,34.27306254354332,13.933102915712933,207.15054477734657,160.93873712941155,6.643348444622779,3496.976740217754,173,2720.114648909017
2016,2,Gram,Balod Division,27.63977360792378,250.42107329782624,45.763256613678166,6.443692452782096,14.796874357085207,18.59368512696234,239.50677014668904,66.06737331389752,1.3064883169664832,3802.1341118330074,95,2113.0260117330913
2016,3,Mustard,Surguja Division,16.90743204546117,167.37966633640843,58.33490993670951,5.753112689315515,22.829323693786925,12.961165269830374,121.1691822489941,208.03327737869245,6.399306874505247,6034.871465342393,142,3533.4075838898707
2016,1,Soybean,Balod Division,17.07357161468553,155.66400844723958,49.459732748218,7.555018259989536,44.705664588808936,15.269846741457002,99.97524203309553,134.55175541764763,7.721523314931154,5969.938368786237,131,2649.3863563370805
2020,9,Niger,Raipur Division,15.973153273234267,298.9094583987021,87.12863502458109,7.623259622816194,19.302722970273145,19.232562294684882,173.24347925882785,210.10302491969668,8.606017498602906,6330.485320439548,155,2176.4256580678025
2017,8,Jwar,Balod Division,26.62030186750219,52.62341028498611,79.41873568518545,6.579977256337173,34.307836139904325,27.05471582937009,149.7745642307762,100.75952851119843,0.13231279193618217,5925.524925452602,119,4102.674818604004
2023,2,Kulthi,Surguja Division,23.52141955252194,273.7663222128115,72.54009067958278,5.730170198368068,26.106848330159917,37.176982328753795,247.8371149729567,134.495750112282,6.844751018784777,1541.003547138228,98,3204.8766498944688
2018,9,Groundnut,Sarangarh-Bilaigarh Division,25.9606471332848,87.28520648493435,65.25761919690652,6.778893152210278,18.31374885678596,45.5841029677543,142.47235682954667,207.30978727300206,0.19097655603204422,4707.304261661098,131,4049.837636431632
2015,7,Millets,Sarangarh-Bilaigarh Division,25.421463810167758,246.48131905222834,79.23550735944889,6.827006374150646,42.53627574258719,20.546366805325597,64.86631027206917,244.77555340872794,7.068728455434385,1841.1884155152038,123,2975.295966585983
2018,9,Groundnut,Balod Division,22.004059821814607,204.4828899615745,53.53602249141282,7.506012654693679,39.713251058627606,43.626120211906965,245.47381215552718,61.92510487745378,6.356213647320049,2862.9714318999268,129,3398.229231270121
2015,6,Mustard,Bilaspur Division,28.549468296469456,135.46182137452303,56.853111306363715,6.44624917377605,36.46364263837062,45.21295372512098,218.717389118708,212.49123548378086,1.483478629189725,4391.538147352902,177,3036.654639868444
2019,6,Masoor,Sarangarh-Bilaigarh Division,30.170037618327814,268.4687388802546,73.80010326485169,7.547797839343916,19.45346361075005,37.93111684330947,85.65002879159266,110.13781352542205,7.6612175134513025,5003.069092037695,106,4109.904621999466
2018,11,Groundnut,Balod Division,15.292565177553515,53.226806995248,51.465285797622855,8.114465625272164,13.914280108658003,55.18089348993553,230.92105062257386,160.14865617821442,0.6834761818969115,4773.160129585476,118,4321.3561482099985
2022,4,Mustard,Surguja Division,19.144845995377565,106.67266301873092,33.83405652290243,6.2124581270866,33.04637319303865,15.549740696090533,118.13336416434892,108.01845299014958,8.263987737446335,1745.291837043216,139,2741.3316401639563
2022,10,Gram,Balod Division,29.264717361666737,191.723199062384,34.46007653316429,8.4367586683597,32.14711334157734,18.856072880120976,125.4223969068889,172.68909451359804,2.61929244848229,2018.0193478477602,165,1854.9610970258018
2021,10,Maize,Sarangarh-Bilaigarh Division,22.732403452676685,137.8855650124245,36.92176807834223,6.659104411410421,17.53540037339492,31.43324121947424,231.27829647243186,120.7605661287951,6.88851862300665,2142.934064656367,138,1963.3953433277416
2017,2,Groundnut,Surguja Division,28.24967893883216,202.5943738295819,82.18087940061977,6.301776055441185,12.2498677726069,16.335636761711942,156.02311300706305,116.7229781955363,9.236893410218702,1957.0718838484556,162,3808.9358992405137
2015,7,Jwar,Balod Division,21.93925319469117,56.027548352166704,58.33358554537226,6.764533547530871,13.228338167759441,38.314807186204376,77.55258587970393,57.587662587187104,3.3982702467344894,2391.1721163466113,150,2837.608430665867
2015,5,Pea,Raipur Division,22.815103046592743,79.11473262042813,72.77294216068418,5.783192427711578,49.71083946050935,29.92002333047122,123.8112318683608,79.3920811807623,5.028940779404191,4942.438956557797,172,4498.121639414319
2025,11,Gram,Surguja Division,18.1735774737937,81.7740600546098,53.5745601362936,5.877117719536347,41.34335578971535,24.22978972679592,194.41948925357616,233.41563977309576,4.631180339504503,5654.186255795765,135,2488.785640652196
2017,6,Niger,Raipur Division,20.1646203933232,97.32091147900236,45.52265684493807,6.743302140904994,46.87949903860691,18.499490650881864,84.83683761360334,249.65548577464926,1.5761134906286811,3544.0694503670516,135,963.8959268426795
2020,2,Gram,Bilaspur Division,27.108235150151746,164.8328602001357,50.83153005373272,7.7873335658173,17.802188889454534,26.766911917410514,168.04623948127175,206.1041151739213,5.903120104907616,4963.907532141719,106,2513.3362692127625
2021,5,Mustard,Surguja Division,23.663262226303328,238.0321748858928,77.65094071903101,8.200936718723472,48.4227414529374,40.3979675416171,189.05482658888337,107.36252495469736,7.4300191852094795,2500.0813063291325,155,3040.3157067307693
2020,10,Wheat,Raipur Division,30.486053658891905,276.3847094822253,67.5129675018863,7.494453972148813,15.706174058926484,38.78926054447058,118.77071510851587,130.48902768871852,9.168748289238192,6366.400758167041,94,2716.166544469179
2020,4,Urd,Sarangarh-Bilaigarh Division,32.05169909876685,258.8431325710615,86.25838679747412,5.815658665714509,30.36327314265884,18.18120001051169,188.77613774166446,197.90069098121654,8.508026016495128,3249.9876142880917,143,1537.7367453941642
2020,9,Til,Sarangarh-Bilaigarh Division,25.832928364335196,99.2219679439209,70.78228671461004,7.516059286541605,43.18782737668256,16.24599053703167,226.84147036586373,243.70271137663963,5.100193797280317,5729.334531024176,105,4595.76681272597
2017,6,Gram,Bilaspur Division,30.165345841121184,160.2876380576581,64.21089790528163,7.406283762108916,23.992134180463175,11.333838130443626,144.4233488466482,141.09423414587351,7.190171545119348,6226.831863146935,170,2832.0239834142585
2020,2,summer paddy,Surguja Division,21.1380902638914,99.85289943963375,66.61176053915007,7.917291754879994,26.99314132707602,10.621279689696614,126.58186563595713,215.90448305767492,8.007834133738928,5823.569814376511,96,5464.510331134678
2022,1,Wheat,Surguja Division,23.299424308001562,116.11795416679769,86.54228636810487,7.975745999956542,15.127404411963916,53.99052178598426,100.23168027165714,245.01378451974338,4.9348871373834875,1835.3382577014447,97,1772.855834295589
2025,5,Groundnut,Surguja Division,29.25555352433662,175.88674537797152,77.29205579200237,8.104609227336937,14.916875199958913,12.254442800269496,170.84109597266084,224.69463421120085,1.1542756070426774,4751.53578653628,161,4204.582174950399
2025,9,Mustard,Bilaspur Division,22.724239856340613,67.02725618088064,31.442474241986268,6.742394543737295,34.782728991146385,46.561055493662316,225.9704096077432,95.42994935426539,4.379307638473708,2100.453532857756,176,2638.8718440688326
2016,6,Urd,Surguja Division,26.770098703179777,104.5435823983183,62.04838176814184,7.593593186056433,37.02129474480227,53.59925481224785,114.93225343703881,51.60637277512458,8.424780382015648,1528.3150026289836,171,1160.0805227243318
2019,10,Rice,Sarangarh-Bilaigarh Division,18.70745558165023,283.84454032677934,71.30030469279389,6.304751076766932,41.09330056328774,14.902892428122879,129.2471049074607,148.41634107768303,5.96641405393735,1758.9172197153373,127,2561.83254312054
2015,12,Moong,Raipur Division,26.99542629940996,166.52907316462225,74.9219087063493,8.498008839950513,32.26728210727015,31.81507119165088,131.32510350999678,156.27216633905337,7.24458377009339,6080.745982235287,143,4033.689047645664
2015,7,Soybean,Sarangarh-Bilaigarh Division,32.23027414453787,161.34663149446806,42.7885271588362,6.02600272413058,35.83037169045223,58.115149158713834,162.16246835550345,90.25007291023392,1.8526802215258753,6042.317571301969,165,2279.775313437543
2019,5,Wheat,Sarangarh-Bilaigarh Division,32.37279279646852,53.64178868781973,82.03064126708114,5.530343294982507,10.540690867988802,51.70693302617926,95.68179231348773,106.93487838936353,9.643377682110057,2629.121938820169,104,2127.2741340459406
2017,10,Til,Raipur Division,29.48688812659079,111.84993676458645,87.35058883050982,5.946426143554528,16.48682908548752,34.48520159289275,214.44223106154087,203.03063216970938,4.040805294933094,4235.306073993132,139,4468.868844462951
2018,6,Jwar,Sarangarh-Bilaigarh Division,29.91506758152252,266.57310899554534,44.20291835069219,7.82761686863238,49.39659064067619,48.12855563957764,109.12045550084426,144.06945174262677,6.53635522717729,6275.141311329631,145,3826.839790260059
2017,5,Rice,Bilaspur Division,26.158548903014015,91.15710706466719,82.95692745103474,6.840351029524634,13.039740252633273,51.66888122158319,191.0725381793364,113.47081672005132,0.18872254590605264,3983.5306484838125,98,2630.567556562047
2015,11,Tiwra,Raipur Division,26.693361803316495,153.78123488368027,35.818725750965726,6.842500743431285,37.1515288904098,27.401348159435965,152.6431483559104,174.5252054723839,1.2731926225529133,3467.88910072879,97,2667.6524504854274
2015,9,Rice,Sarangarh-Bilaigarh Division,17.67301162821036,53.582726466750316,33.34241016691471,8.365068758835005,17.043305321268647,54.60764584349805,167.17952067055137,180.55195119522506,7.82034269884919,3916.2434702231226,108,2502.964157382736
2019,6,Tiwra,Balod Division,23.877183768426022,169.58387041763896,37.75342800616496,8.258904724084223,38.668743430705675,33.52366598385784,85.92174776546058,203.87915536816044,9.679694455202547,5451.078807759721,140,3139.7776589657483
2020,11,Wheat,Sarangarh-Bilaigarh Division,24.015525677727275,55.25527668155429,33.46446476802216,6.433584213412027,38.23961611847974,36.3903681779415,197.0046396356341,81.34185915258382,3.2005535505547824,3886.388162666177,161,2412.5773319608384
2017,8,Arhar,Bilaspur Division,34.16995671335481,254.90238826644998,80.70073422934655,6.127174386342599,19.36796239152361,59.98538189109155,87.72410380852622,198.30345046539804,0.37180734941264837,5416.388406411847,146,3864.6962101957397
2023,2,Maize,Surguja Division,23.62173725246579,256.2134418717759,33.543008667496316,8.04544662980122,20.785375968768168,52.165148307608064,72.69472752548782,169.8856784220837,3.608666019801375,3658.4872282046645,157,2535.3961258061113
2019,12,Soybean,Sarangarh-Bilaigarh Division,25.986852898055155,246.93554707559247,46.29985148181933,8.21805721313309,36.19082854408353,28.088500288649,159.33589997775738,61.51437306055942,0.17468130279002625,2760.028356056914,120,1711.0230904581333
2022,9,Til,Surguja Division,25.66502798558205,120.84101722277956,36.22538061215138,7.124790768395461,25.60344155120855,10.517279823634997,191.85942738353305,205.4891256506822,1.9237309226246913,3132.363649093103,92,4635.8639205447935
2015,5,Urd,Balod Division,27.735234340886542,259.30930455545456,47.7253221788259,7.388271133351301,17.781918787996453,41.30870368969474,60.00716728695134,126.61605626663702,7.524720150537384,1889.1173231858297,172,1396.9289500763803
2019,7,Maize,Sarangarh-Bilaigarh Division,29.964656626637918,185.74953315131734,35.43356805605523,6.270742854076881,39.26718395149928,45.19567130640539,63.879062988108416,116.07618686592751,9.370883981064962,3986.905722046382,132,2695.465447057645
2017,10,Arhar,Raipur Division,19.50083752341744,143.4520272167506,70.08019504458085,7.902408063935574,16.16590097345337,42.540134507168986,210.5358325411838,139.61503031632685,0.8744908436888665,2240.554624445115,118,2744.588834306877
2015,1,Kulthi,Surguja Division,25.574488381968713,206.33248992605826,37.99960898055451,7.396367285347069,44.22574656579786,58.393117558160654,211.8065399014664,119.23501546122581,5.579007788105093,5557.735031673665,99,4183.295275267484
2018,10,Niger,Balod Division,31.518354146320608,53.0852615150935,81.11075555033327,7.010540533893989,30.5867809620731,53.148551366607215,99.06094341181624,117.65711844198181,2.5388084612403192,3602.952870784471,101,1456.6609466761859
2019,5,Millets,Raipur Division,24.26229427675023,85.74021940018804,79.03146304359845,5.680325668235188,14.228024155172028,32.44158465903243,173.0456405600407,211.6155335401251,1.3905912579392954,5325.0116199586155,135,3188.696517639146
2021,12,Mustard,Raipur Division,20.569150927471462,235.5733845425657,30.819701128236566,8.247804887533462,37.762893341239376,13.142874373619048,138.63601502893192,74.90105087313844,2.189802298915575,6272.3021376931665,119,3624.629023755665
2015,10,Kulthi,Raipur Division,28.09418150712598,111.04040217903825,83.74358133090688,7.346354261153218,30.76652158298162,33.80293847509984,176.5392082807026,244.1200135714917,5.7776306749770745,5747.38974856618,171,4214.357567292461
2017,2,Masoor,Raipur Division,31.47534791598246,199.5022793321874,31.736659004602025,6.078073284078904,21.922302871792382,44.46220099810115,222.57585681984503,160.98632887486866,0.6513450144396105,6257.318398729099,177,4756.235374763809
2016,12,Millets,Sarangarh-Bilaigarh Division,16.262805858547825,146.2756507057574,44.3787470974534,7.3191583509491585,26.9015752089542,40.38549041135023,65.9712849164513,86.58479968426258,4.342185961684175,4339.682634353651,121,3094.512332602303
2023,6,Urd,Sarangarh-Bilaigarh Division,30.535809668144545,263.7014446998154,31.943348266559703,7.53239006271992,21.93350974349995,36.906853385544245,205.59688519769085,76.2430965863373,1.3522785095516388,2326.622169902709,162,1589.523115764456
2024,11,Til,Sarangarh-Bilaigarh Division,31.432958659235425,288.1038264991609,50.15060922235896,7.0773110100496766,20.521033429711363,33.44094790076207,148.60582090420786,168.3019064269965,2.726770523944815,6176.979770918502,136,4568.8258732134
2020,1,Jwar,Balod Division,24.230458551772138,270.89118209254764,60.8319915427963,7.654305213868067,16.54433683374849,24.688093651369314,162.8253887523993,176.5998887693856,1.907543297432639,5842.521952983854,177,4200.699512985797
2024,3,Maize,Balod Division,34.66611313636935,117.65499867339916,77.79869214090829,7.244361843785873,24.510685325499036,23.867338086231463,180.78627200342405,60.60515420596215,8.829754998308971,5822.064955334643,152,3017.431932400124
2017,5,Millets,Balod Division,30.73416681414618,98.54071726152057,50.27889302819017,8.343308746096444,20.03948825264283,35.0115739462901,234.52462982582148,98.60038282575715,7.080113308712895,4966.372137043592,115,3016.0493305029518
2022,4,Moong,Bilaspur Division,30.473251297913315,168.60872340518375,72.329401480387,5.661091235797921,37.337379482156685,18.03015732148245,61.34399071034757,209.09238424429347,8.684625789474705,4624.581310930397,92,3924.6777338570805
2022,3,Urd,Balod Division,29.956771488241436,51.83353770904507,41.25026742713882,5.818737125408681,37.35506964653226,27.034271178740077,55.89527042488953,59.9249255487051,3.8346283454769248,1573.6194593066575,112,1107.3856007778372
2016,10,Maize,Sarangarh-Bilaigarh Division,18.01216206436548,56.45234821579543,75.03590740464759,6.02101491086302,30.073609702225536,26.19896373550498,85.6523562977547,221.01773278120723,3.134133648536701,5240.270345440582,164,2675.8786825230836
2020,5,Groundnut,Sarangarh-Bilaigarh Division,19.344617729060218,188.32265990575002,44.15979635455425,7.5705132118129965,41.11778109881284,39.356640079210045,247.28954520534728,181.6324953052667,3.8058719489776704,1957.6755874140285,163,3524.805001583229
2021,11,summer paddy,Bilaspur Division,24.2798026292885,180.1123510413215,38.61268535662607,7.436787618249426,43.65358876024194,13.334115018151229,193.01527347555515,136.88465187264097,0.18548195724407468,2798.754680512879,139,5375.191212118926
2016,8,Moong,Bilaspur Division,20.280086999189315,298.645497258815,41.12453102244326,8.176176580629082,33.19065829737092,51.48343401325476,172.92822381090036,119.28656979418318,7.247042751485582,4257.451476756684,125,3811.743958124007
2025,11,Tiwra,Balod Division,23.30481944668081,100.46045884093952,40.92378773291132,7.698632358651695,34.75740651053735,38.11891901922011,59.40781068294958,53.849792769778794,3.497724568950783,3758.662924380208,102,2952.5290733221145
2024,4,Kulthi,Surguja Division,32.76928219845841,114.52598229011711,60.77177276261947,7.025066462693777,21.315436391454607,43.54133403879677,225.82204477859295,215.0429891503686,3.133238035767917,1578.8719488572299,118,3344.895351911223
2016,1,Maize,Bilaspur Division,31.486537837585384,78.38516058157167,80.68785487128876,8.47549537739089,45.79476802822079,45.15469518797164,212.5513706594319,78.54437079370761,5.981410653705329,5619.925292258562,127,2788.5322815190452
2024,11,Rice,Raipur Division,27.600797569599642,279.3857524134362,34.77630461955034,6.2983238685078975,10.968241776901195,24.574206842126824,182.96000877341697,111.90839837241762,4.362499117098164,5894.004790429632,166,2577.532590702717
2015,7,Rice,Sarangarh-Bilaigarh Division,32.16240788502207,244.45281111461267,72.41737910960536,7.999574979356362,23.94409877771383,33.51857836924333,117.82616309694053,163.82139607256076,9.808433682238984,4909.364717483834,179,3023.739843629861
2022,8,Maize,Raipur Division,30.675447780344985,255.58477786421187,69.26078757917145,6.780371116581758,38.87201686199424,57.81229779348336,64.10099111365146,99.19852001425085,3.5625304289880133,4205.3392932841125,173,2711.174431629436
2015,3,Til,Sarangarh-Bilaigarh Division,23.57969863681781,275.6909469911272,82.35119710976174,7.446205416627203,13.20358038684645,48.335261899840745,166.0076975801845,149.42809275044027,6.138958422079134,6303.689194497357,94,4801.621553044484
2023,6,Moong,Sarangarh-Bilaigarh Division,19.0213030409989,181.22499668145957,44.648853630414436,7.681805411357303,17.326781097131704,58.477843761159264,193.9389142921675,211.86856574774046,3.116511006096517,2099.78103874096,109,3058.1758686340067
2025,2,Til,Bilaspur Division,25.284020800186784,162.79829786268093,57.006591521101775,7.401262261571009,33.57142911451405,47.31271725731442,68.84807009544949,144.10758695805498,9.905949802106568,5189.550268324945,167,4960.924652989256
2020,7,Millets,Bilaspur Division,29.724577650571003,132.59786841640414,85.54964246661103,5.921521909325779,32.39974685854232,18.78000698542587,176.7535319596992,239.7954688239192,4.451110347201281,2141.8030644759892,103,2426.6047974350367
2021,8,Rice,Raipur Division,23.728391974591858,197.30365358696386,69.59960700811902,6.828853032243798,39.5571318452382,13.226794192233811,107.2732135774317,219.50012407526833,6.34128810866803,3409.2239946170785,97,2559.157571963458
2024,6,Wheat,Sarangarh-Bilaigarh Division,28.335438195677945,163.56959919745563,53.32610477169581,7.184315133799373,42.50450556352688,38.88307183598318,202.84884424396233,116.60784707267884,1.2672167095267706,4427.4225458548935,137,2343.161577810049
2021,6,Soybean,Raipur Division,16.88654852582087,162.8913966513938,37.88474297131611,8.04713127753579,15.143183140466764,27.890663985130477,157.9231701203674,129.99242491678757,7.3302421486365805,5185.438452521762,102,2165.749282936745
2024,5,Moong,Surguja Division,29.960094727428068,284.23196593278476,45.74910047403546,6.830937246395717,10.735239591009682,23.77289550690851,75.80735756208733,134.66534540450544,2.69210057875622,1518.58050135992,113,3319.0746814385193
2017,8,Wheat,Raipur Division,31.25427239786124,296.0078785697825,64.87292864936299,8.256241914412755,37.58554078635624,50.36054982127087,155.3038895466472,175.23589058490296,4.486132528296719,2802.989431858881,168,1875.0715081654089
2016,1,Moong,Balod Division,29.136757115610823,249.12109733239518,73.09007685363082,6.821122669075632,22.05567183065437,28.349663354097366,129.14737267334374,107.35914583770796,8.83133062327458,4191.001957049101,154,3740.5249978589827
2023,10,Groundnut,Raipur Division,34.34527175052731,239.18952256173208,37.46531321111361,7.1463395777890355,35.03935655671815,25.850048486715195,86.07119365633038,243.84982776450173,9.705525148851015,4164.368395807534,175,4066.3082379724856
2022,4,Moong,Balod Division,31.533041149212806,220.13954044477535,65.97583560264324,7.888857048828402,16.021783522488988,52.49937965845052,218.30314481242462,171.7368441207002,4.24572101840357,4688.13217473132,123,3573.750328032199
2024,4,Maize,Balod Division,33.061874557530764,91.51871308337843,63.02107673032506,7.249203053266431,28.76160186663852,52.31436682432301,52.20568969982724,129.8803317482267,8.348026679544999,3019.267904341112,140,2055.5334309486398
2021,3,Maize,Balod Division,33.67142166915296,64.77645521891363,60.83732680144249,8.380654217148475,30.176989842537477,27.81833188775283,112.42565537562119,179.00196309831347,0.5334899454986075,4202.646255444678,92,2399.8343938529133
2023,3,Tiwra,Surguja Division,31.02695983747617,222.68157877831578,71.40738706092048,7.481007491542383,33.40311265492865,51.62493504929831,52.51900763388535,129.08100210594154,8.475740297902625,2448.933887172882,179,2608.604216433931
2018,4,Urd,Raipur Division,28.48517684012998,232.19655556414398,80.24697570500771,7.068128362202803,30.526800653222573,52.538924516633024,69.20138930123053,213.55913619588378,6.295103221526497,2434.3610720172774,167,1076.9639999660449
2018,11,Jwar,Raipur Division,15.114371627215785,61.74324777453495,49.379380990612106,5.570775903342388,29.827630809148552,31.19652675148331,109.41924383461621,163.56819211034426,4.88706168391602,4382.819817113034,147,3264.9196425337536
2015,1,Rice,Surguja Division,24.316515064462493,282.012937557212,83.34073140665757,6.74119869274099,23.309366159354223,13.323656510458578,60.854237077874714,58.3941006812134,8.899637051372478,4927.362925226705,161,2901.7447219599926
2022,11,Gram,Sarangarh-Bilaigarh Division,26.42324597244722,72.78515986116939,39.63801675711304,6.397745257780481,12.847209452723451,10.079232223317005,169.32610647142823,85.35137348469215,8.453372225064138,2101.9998334064394,144,2322.599462880778
2017,11,Rice,Bilaspur Division,21.080605448959993,121.4751334428006,40.38143218506986,7.744317003662468,13.580807871873693,36.16462314444975,67.37258159723656,222.99879460590694,2.96945095953572,2113.949509521117,169,2520.629345703492
2021,2,Soybean,Raipur Division,21.36208893806944,218.09745319967612,46.00632381743544,6.124833025460637,27.351130976286147,27.203774668517784,190.34272681321903,162.579965271358,7.914883823447575,4326.513457302252,131,2313.2063959254465
2016,9,Kulthi,Bilaspur Division,34.2231883142033,92.46814860111908,37.17185217282467,6.115660261882216,24.231725112839722,59.8565947079183,60.52842252543222,240.068695302781,0.994909336623726,2850.478761418228,110,3832.8381832760824
2016,10,Soybean,Surguja Division,32.83421730405492,63.85397211056111,43.81915348097266,6.06855712971213,30.645392186979915,48.62054998136421,61.86177896021936,64.48446257213696,8.227639354673702,3461.9955112055723,99,2345.6907243512683
2021,2,Jwar,Sarangarh-Bilaigarh Division,31.983580110034083,132.78662229103745,36.384705774170676,5.8768468394687075,22.193526770250678,48.06377281752062,111.06517980665328,109.05212601719478,6.754556180232505,3503.7422382378895,146,3313.818730261854
2020,5,Mustard,Sarangarh-Bilaigarh Division,23.120236034122215,241.49289371379476,79.30514501912342,6.433021011012662,37.51640365821297,57.762138414367186,229.3143049938555,88.70867464791452,0.8786633093194274,2392.764296424582,114,3053.6890809989163
2017,9,Jwar,Sarangarh-Bilaigarh Division,15.273971008178291,153.4196697463151,38.338139513197476,8.157766343330275,44.55819288038042,54.38621989466604,178.2786497446633,160.76805844574724,6.830801734741354,1506.573167153132,145,3188.7915215174266
2023,9,Moong,Surguja Division,16.60444492911428,213.24323047698482,74.8378534535914,7.824785416917865,21.95452755147471,25.909373972819434,204.02625838578388,126.55856621598187,5.805192766763701,5765.759049845036,127,4264.471705900007
2024,8,Til,Balod Division,21.243927364352075,194.90477430703416,32.874832074800025,7.70575364892038,17.719360317561144,18.29936108019382,78.31042189542121,81.45470681527864,5.945501011450448,5075.009844488442,175,4710.687940986157
2020,1,Urd,Balod Division,15.314858259913539,55.5546205063951,86.91121965083491,7.892010416949888,14.647222970163565,47.294613253274115,216.82508664944916,178.55038279190939,2.9086393512969853,4952.692790577828,150,1646.8820735124236
2024,1,Arhar,Bilaspur Division,15.342995638303963,297.1349967614267,72.66960525166597,6.308253667988715,34.6501616228325,28.91369468414365,51.62924963884703,157.25967315943728,2.6649720001284525,4232.525690566598,136,3527.0217826840044
2024,9,Rice,Balod Division,33.33206603284822,60.35702220484694,30.407792915166706,8.162325072257463,27.754239645622782,33.65863258154782,92.61147014660122,104.94725025926019,7.6253511205402,5004.848272890602,143,3163.6260765229035
2020,11,Pea,Balod Division,29.123170042381084,291.9506844121213,75.83139001201283,5.911910125424813,17.52062868785156,41.519886563741345,173.2184642299987,145.95427155647556,2.568134810172391,6178.441887738129,135,5255.315842227215
2015,8,Pea,Sarangarh-Bilaigarh Division,21.179119801363054,187.46604459109955,60.84491524597112,6.509037180146746,36.12546933167422,55.393633846762036,125.04928171881006,199.14766300823788,4.4626225180989865,4828.368681146456,157,4457.012554837314
2018,10,Niger,Sarangarh-Bilaigarh Division,17.652891552019064,290.78975676626663,76.76191022010718,7.260244356902029,15.939327320211378,30.954387683548298,246.8386783437127,91.0543349101317,6.947889985987848,2825.45700963725,93,1184.61590988828
2024,9,Pea,Bilaspur Division,25.232714357901543,78.68839985345886,61.34980853343531,5.808715265026002,32.172028233918105,49.165844510968064,56.06784936366365,108.58114934034582,0.7961625132743777,4352.80025870449,155,4687.484805695778
2020,7,Rice,Raipur Division,15.106923217087289,172.6021297963783,68.46149145812129,7.690390563329275,31.08593526501059,23.416989563732873,249.71963358730864,119.22219741882303,5.945483826116572,3711.6220168310506,132,2850.1579920293293
2020,3,Millets,Bilaspur Division,33.76827487716288,92.37602296651465,77.17989932370243,6.661738144610425,39.36911204744333,44.89858954618068,174.72556657226323,199.34528744020633,5.893763726481173,4282.095655560747,151,2955.8900879744924
2025,3,Rice,Bilaspur Division,23.296302387778944,62.7437192556106,54.306483275271404,7.8532169968252,12.204385597626672,10.078971053895593,161.7413989192193,219.3845199101814,6.842287108880255,4088.052387064126,174,2657.0586102720213
2019,2,Arhar,Surguja Division,23.046699104746654,204.3822787655779,30.162488989227125,6.978688856753808,45.51491727405321,53.57536067453174,61.902488512794875,125.27769928832217,3.6992809530565864,5793.876426142324,174,3507.237820640442
